time_seconds,equipment,voltage_V,current1_A,current2_A
0.0,Q0,-161.7176,0.46696,-0.23348
6.499837504062398e-05,Q0,-161.7176,0.46696,-0.23348
0.0001299967500812,Q0,-161.7176,0.46696,-0.23348
